%time,field.x,field.y,field.theta
545141000000,33.8902513668,-1.64630718078,-2.78341547923
545240000000,33.7900171626,-1.683557315,-2.80304303163
545340000000,33.7227911616,-1.70727946238,-2.81635800839
545440000000,33.6213824663,-1.74120228805,-2.83553929169
545540000000,33.5534374798,-1.76277922968,-2.84669636932
545640000000,33.4511094295,-1.79382058996,-2.86098660181
545740000000,33.3826779472,-1.81380123996,-2.86690806843
545840000000,33.2796601081,-1.84246465778,-2.86672369261
545940000000,33.2109690588,-1.86153383701,-2.86018770896
546040000000,33.108226283,-1.89117362578,-2.84655234383
546140000000,33.0399814938,-1.9117824869,-2.83529146741
546241000000,32.9380860896,-1.94421400945,-2.81679986236
546340000000,32.8705025182,-1.96689724599,-2.80414202619
546440000000,32.7696726969,-2.00250384821,-2.78582957498
546540000000,32.702807324,-2.02722431697,-2.7751400884
546640000000,32.6029770584,-2.06554551525,-2.76149600141
546741000000,32.5366802274,-2.09175285124,-2.75596100828
546839000000,32.437726879,-2.13228080536,-2.75661932017
546940000000,32.3717642534,-2.15931829743,-2.76319463745
547040000000,32.2724195669,-2.19888143574,-2.77670630291
547140000000,32.2058701618,-2.22444042295,-2.7878467559
547240000000,32.1054954252,-2.26131072728,-2.80605756469
547340000000,32.0382072266,-2.28485596609,-2.81849377501
547440000000,31.9367454453,-2.31862017211,-2.83643852502
547540000000,31.8687877107,-2.34015698524,-2.84688139331
547640000000,31.7664685838,-2.37122804171,-2.86013565489
547740000000,31.6980596286,-2.39128566729,-2.86537164392
547840000000,31.5950995533,-2.42015654371,-2.86411856814
547940000000,31.5264614917,-2.43941552254,-2.8573531663
548040000000,31.4238041701,-2.46934992033,-2.84369180503
548140000000,31.3556181602,-2.49015243438,-2.83251898326
548240000000,31.2538094007,-2.52285504489,-2.81429335588
548341000000,31.1862805062,-2.54570057541,-2.80189926674
548440000000,31.085523339,-2.58151242786,-2.78404752231
548541000000,31.0186983943,-2.6063420054,-2.7736984326
548641000000,30.9189147754,-2.64478462338,-2.76056040522
548740000000,30.8526376565,-2.67104177103,-2.75548970873
548841000000,30.7536893081,-2.71158226767,-2.75692981232
548940000000,30.6877153765,-2.73859215454,-2.76370624803
549040000000,30.5883467078,-2.77809497744,-2.77740494308
549140000000,30.5217786101,-2.80360523595,-2.78861320345
549240000000,30.4213743574,-2.84039506293,-2.8068870677
549340000000,30.3540665993,-2.86388433084,-2.81932032683
549440000000,30.25257689,-2.89756449216,-2.8372713293
549540000000,30.1846013378,-2.91904500205,-2.84772449922
549640000000,30.0822548512,-2.95002579034,-2.86107888422
549740000000,30.0138264568,-2.97001700178,-2.86643486321
549840000000,29.9108312201,-2.99876194754,-2.86557027465
549940000000,29.8421636434,-3.0179154911,-2.85896603214
550040000000,29.7394557007,-3.04767582291,-2.84546210105
550140000000,29.6712326496,-3.0683565563,-2.83430885753
550240000000,29.5693660295,-3.10087848738,-2.8160274877
550340000000,29.5017988754,-3.12361060705,-2.80347509021
550440000000,29.4009913017,-3.15928018763,-2.78522609686
550540000000,29.3341412774,-3.18404213567,-2.77444877729
550640000000,29.2343435209,-3.22244782682,-2.76041603888
550740000000,29.1680817453,-3.24874366551,-2.75421541287
550840000000,29.0691684684,-3.2893680337,-2.75285204513
550940000000,29.003306229,-3.31664869959,-2.75860629856
551040000000,28.9041570277,-3.3566993571,-2.77145527299
551140000000,28.8377463743,-3.38261675009,-2.78233377682
551240000000,28.7375789744,-3.42004669865,-2.80046424188
551340000000,28.6367280329,-3.45559337297,-2.81969236333
551440000000,28.5691246957,-3.4782178862,-2.83215608902
551541000000,28.4672223443,-3.51062850537,-2.84929367329
551641000000,28.3990015864,-3.53131709162,-2.85920019578
551740000000,28.3134661225,-3.55630579077,-2.86881835939
551840000000,28.2448595592,-3.57567315225,-2.87146005458
551940000000,28.1417473885,-3.60399834791,-2.86657852758
552040000000,28.0730750751,-3.62313474431,-2.85844497885
552140000000,27.9704073286,-3.6530327824,-2.84319289488
552240000000,27.9022391103,-3.67389341583,-2.83127701267
552340000000,27.8004846259,-3.70676411257,-2.81217631413
552440000000,27.7161886159,-3.73565783418,-2.79593088968
552540000000,27.6323681904,-3.76590364376,-2.78017389848
552640000000,27.5656591265,-3.79104264714,-2.76766867879
552740000000,27.5324237896,-3.8039244913,-2.76141606428
552840000000,27.5324238098,-3.80392448324,-2.76141606541
552940000000,27.5324238399,-3.80392447128,-2.76141606552
553040000000,27.5324238599,-3.80392446331,-2.76141606551
553140000000,27.5324238899,-3.80392445135,-2.76141606549
553240000000,27.5324239099,-3.80392444338,-2.76141606548
553341000000,27.53242394,-3.80392443143,-2.76141606546
553441000000,27.53242396,-3.80392442346,-2.76141606544
553540000000,27.53242399,-3.8039244115,-2.76141606542
553640000000,27.53242401,-3.80392440353,-2.76141606541
553740000000,27.53242404,-3.80392439158,-2.76141606539
553840000000,27.4831079907,-3.82456204638,-2.70620714097
553940000000,27.3882522317,-3.87382026003,-2.595766413
554040000000,27.3282837757,-3.91234272101,-2.52213926106
554140000000,27.2440461309,-3.9781303022,-2.41169853321
554240000000,27.19214148,-4.02697805483,-2.33807138135
554340000000,27.1213426073,-4.10705130468,-2.22872464878
554440000000,27.0791349006,-4.16448699051,-2.15790541693
554540000000,27.023606257,-4.25582065406,-2.05407860471
554640000000,26.9919185782,-4.31966758957,-1.98705536266
554740000000,26.9524560393,-4.41901077198,-1.88924631935
554840000000,26.931548338,-4.48715485012,-1.82648553143
554940000000,26.9081797213,-4.59146848631,-1.73496384334
555040000000,26.8978651476,-4.66199893801,-1.6764242003
555140000000,26.8900454996,-4.76861644048,-1.59130671137
555240000000,26.8898026676,-4.83989795497,-1.53709311898
555340000000,26.8965485655,-4.94659329693,-1.45855045976
555441000000,26.905610317,-5.01729806329,-1.40873634781
555540000000,26.9256463606,-5.12231636253,-1.33680406465
555640000000,26.9430937904,-5.19143236484,-1.29151892819
555740000000,26.9749603168,-5.29348942172,-1.22642074099
555840000000,26.9997839853,-5.36031277898,-1.18575132713
555940000000,27.0419360875,-5.45857306954,-1.12768886205
556040000000,27.0730955527,-5.5226885236,-1.09179640558
556140000000,27.1239732346,-5.61673128609,-1.04102021902
556240000000,27.160435734,-5.67798734176,-1.01012385593
556340000000,27.2185081941,-5.7677692696,-0.967015486223
556440000000,27.2592683156,-5.82625457486,-0.941440215284
556540000000,27.3230511204,-5.91207711328,-0.906559384633
556640000000,27.367132092,-5.96810273835,-0.886850823434
556740000000,27.435160186,-6.0506036847,-0.86132229216
556840000000,27.4815732038,-6.10471374913,-0.848622231939
556940000000,27.5522813592,-6.18493192974,-0.835315487976
557040000000,27.6002901854,-6.23763021376,-0.837889759674
557140000000,27.671934642,-6.31701342114,-0.850521892114
557240000000,27.7190349684,-6.37052640925,-0.862740030486
557340000000,27.788344092,-6.45195534324,-0.883778360636
557440000000,27.8335505248,-6.50707738942,-0.899309142758
557540000000,27.8997138881,-6.59108184425,-0.922958833828
557641000000,27.9427302098,-6.64792956203,-0.937761049267
557740000000,28.0057244384,-6.7343365777,-0.95822883969
557840000000,28.0467887696,-6.79261012204,-0.969536667073
557940000000,28.1072668677,-6.88079747787,-0.983074008554
558040000000,28.1469777542,-6.94000097234,-0.986257250288
558140000000,28.2058400343,-7.02927388427,-0.981141910155
558240000000,28.2453022549,-7.08864406844,-0.972420341391
558340000000,28.305597589,-7.17695605,-0.956186774673
558440000000,28.3466388403,-7.23524569297,-0.943553458412
558540000000,28.4096236425,-7.32165947686,-0.923529198581
558640000000,28.4525698967,-7.37856012029,-0.910427783052
558740000000,28.5183428501,-7.46287141016,-0.891962224445
558840000000,28.5630065603,-7.51843428256,-0.881619671924
558940000000,28.6309774238,-7.60098471445,-0.869007835135
559040000000,28.6767777642,-7.65561437667,-0.865495296506
559140000000,28.7577976668,-7.75047914697,-0.871004715857
559240000000,28.7923826133,-7.79125372778,-0.877763327955
559340000000,28.8606842151,-7.87353051218,-0.892876096343
559440000000,28.9054755308,-7.92899058917,-0.904760840074
559540000000,28.9713700861,-8.01320695129,-0.923683138361
559640000000,29.0144086456,-8.0700379534,-0.936020827946
559740000000,29.0776767165,-8.15624513068,-0.953495124243
559840000000,29.1190575201,-8.21429441113,-0.963275019075
559940000000,29.1801607885,-8.30204990815,-0.975065079109
560041000000,29.2202682579,-8.36098479172,-0.977532433042
560140000000,29.2798559768,-8.44977530545,-0.972468904969
560240000000,29.3198188986,-8.50880964249,-0.964348931069
560340000000,29.3807788055,-8.59666436991,-0.949321717574
560440000000,29.4221970481,-8.65468679808,-0.937605212511
560540000000,29.4856386449,-8.7407660466,-0.919047025806
560640000000,29.5288150972,-8.79749227499,-0.906961278467
560740000000,29.5948211028,-8.88162149747,-0.89004661898
560840000000,29.6395661176,-8.9371189617,-0.880765402193
560940000000,29.7075450726,-9.01966290839,-0.869867312117
561040000000,29.7537257128,-9.07397000686,-0.869691976087
561140000000,29.8230150047,-9.15541733772,-0.87672323562
561240000000,29.8687851877,-9.21007247227,-0.885180679903
561340000000,29.936462088,-9.29286385332,-0.900561190795
561440000000,29.9808257805,-9.34866659858,-0.912402753572
561540000000,30.0460895096,-9.43337286065,-0.930800377893
561640000000,30.0887371568,-9.49049783567,-0.942492461721
561740000000,30.1514938836,-9.57707816418,-0.958644827392
561840000000,30.2028061005,-9.64993283256,-0.969236819473
561940000000,30.253443603,-9.72325816899,-0.976738161274
562040000000,30.2931405208,-9.78247049578,-0.975251372557
562140000000,30.3528653152,-9.8711700683,-0.966463599153
562240000000,30.3932098138,-9.92994426107,-0.957384073721
562341000000,30.4548279846,-10.0173383904,-0.941134276339
562440000000,30.4967331124,-10.075010136,-0.929026120175
562540000000,30.5609122678,-10.1605409016,-0.910602749647
562640000000,30.6045538337,-10.2169101098,-0.899129989519
562740000000,30.6711707388,-10.3005566114,-0.883506920164
562840000000,30.7162508791,-10.3557822313,-0.875484994935
562940000000,30.784571472,-10.4380438248,-0.867364913006
563040000000,30.8308445301,-10.4922726377,-0.870029999735
563140000000,30.8999770792,-10.573852959,-0.880203012118
563240000000,30.9455255367,-10.6286929902,-0.889830469853
563341000000,31.0127679121,-10.7118375167,-0.906411038244
563440000000,31.0567921897,-10.7679084071,-0.918676114487
563540000000,31.1215121282,-10.853030851,-0.937239425416
563641000000,31.1637962934,-10.9104254076,-0.948632634165
563740000000,31.2260487506,-10.9973691182,-0.963984199052
563840000000,31.2668673261,-11.0558151513,-0.971660622401
563941000000,31.3273962216,-11.143968067,-0.978957924305
564040000000,31.3670102044,-11.2032360328,-0.975855952049
564140000000,31.4267723288,-11.2919103135,-0.965049590288
564240000000,31.4672228018,-11.350611594,-0.955140415919
564340000000,31.5290691906,-11.4378442762,-0.938238839687
564440000000,31.5711479882,-11.4953894158,-0.925854352351
564540000000,31.6356099386,-11.5807072088,-0.907188803393
564640000000,31.6794437799,-11.6369270322,-0.89577179048
564740000000,31.7463302118,-11.7203582159,-0.880480455641
564841000000,31.7915689186,-11.7754540289,-0.872857997483
564940000000,31.8600694484,-11.8575659044,-0.865833155132
565040000000,31.9064032766,-11.9117428393,-0.869123372714
565140000000,31.9755751923,-11.9932897217,-0.880155933458
565240000000,32.0211161275,-12.0481359902,-0.890182223023
565341000000,32.0883102354,-12.1313194621,-0.907242995174
565440000000,32.1322822289,-12.1874313559,-0.919714795999
565541000000,32.1969045867,-12.2726278688,-0.938497563193
565640000000,32.239114056,-12.3300773783,-0.949977377936
565740000000,32.301245871,-12.4171073337,-0.965413027141
565841000000,32.3520978852,-12.4902840127,-0.974852059664
565940000000,32.4023821264,-12.563852078,-0.980375297047
566040000000,32.4419134284,-12.6231752288,-0.977210681913
566140000000,32.501559894,-12.7119273388,-0.966289823413
566240000000,32.5419384995,-12.7706780759,-0.956319980848
566340000000,32.6036932526,-12.8579755954,-0.939029854298
566440000000,32.6457325223,-12.9155496076,-0.926448639807
566540000000,32.7101526572,-13.0008989364,-0.907538700993
566640000000,32.7539713142,-13.0571305858,-0.895912090276
566740000000,32.8208620025,-13.1405582942,-0.880179902138
566840000000,32.8661256441,-13.1956336154,-0.872180122567
566940000000,32.9347122401,-13.2776735678,-0.864253529824
567040000000,32.9811487306,-13.3317625264,-0.86715774949
567139000000,33.0505032065,-13.413154242,-0.877658816183
567240000000,33.1075175888,-13.4816384499,-0.890158720072
567341000000,33.1636056369,-13.550883228,-0.904482678176
567440000000,33.2077320046,-13.606873801,-0.917021211503
567540000000,33.2725733093,-13.6919037474,-0.936111148594
567640000000,33.3149113192,-13.7492585799,-0.947975145983
567740000000,33.3771967762,-13.8361785886,-0.963853995559
567840000000,33.4180077437,-13.8946299266,-0.972275051482
567940000000,33.4784132417,-13.9828673625,-0.981489127519
568040000000,33.5178382475,-14.0422611254,-0.979564058013
568140000000,33.5772087151,-14.1311982105,-0.970124439106
568240000000,33.6173462559,-14.1901139211,-0.960721003317
568340000000,33.6786846348,-14.2777046222,-0.944255822702
568440000000,33.7204151623,-14.3355028152,-0.931830463507
568541000000,33.7843813076,-14.421192875,-0.912670804285
568640000000,33.8279215018,-14.4776403859,-0.900520493221
568740000000,33.8944673475,-14.5613432428,-0.883620085301
568841000000,33.9395682633,-14.6165518608,-0.874327162395
568940000000,34.0080785397,-14.6986553404,-0.863387888464
569040000000,34.054602031,-14.7526689645,-0.863145870484
569140000000,34.1244191244,-14.8336642788,-0.870126446939
569240000000,34.1705461922,-14.8880185557,-0.8787007423
569340000000,34.2387493205,-14.9703769451,-0.894363289023
569440000000,34.2834494462,-15.025910549,-0.906618180575
569540000000,34.3491682668,-15.1102640687,-0.925998354346
569640000000,34.3920646475,-15.1672024604,-0.938829327533
569740000000,34.4550537891,-15.2536135315,-0.957298802358
569840000000,34.496187396,-15.3118382214,-0.968255998213
569940000000,34.5567581311,-15.3999619085,-0.982638704782
570040000000,34.5965030698,-15.4591432905,-0.989284182155
570140000000,34.655457637,-15.5483567101,-0.998028622553
570241000000,34.6652074647,-15.5632755847,-0.999486028605
570341000000,34.6652074475,-15.5632755578,-0.999486026047
570440000000,34.6652074359,-15.5632755397,-0.999486025962
570540000000,34.6652074184,-15.5632755125,-0.999486025933
570640000000,34.6652074068,-15.5632754943,-0.999486025919
570740000000,34.6652073894,-15.5632754671,-0.999486025899
570840000000,34.6652073778,-15.563275449,-0.999486025886
570940000000,34.6652073603,-15.5632754218,-0.999486025866
571040000000,34.6652073487,-15.5632754037,-0.999486025853
571140000000,34.6652073313,-15.5632753765,-0.999486025833
571241000000,34.6652073197,-15.5632753584,-0.99948602582
571340000000,34.7050751706,-15.6212713772,-0.912591716585
571440000000,34.750415506,-15.6762584309,-0.824585845638
571540000000,34.8270391629,-15.7507438078,-0.692577039242
571640000000,34.8832871269,-15.7945101035,-0.604571168336
571740000000,34.9743196958,-15.850477305,-0.472562362002
571840000000,35.03875349,-15.8809352162,-0.385690472666
571941000000,35.1397193312,-15.9159503694,-0.257502788902
572040000000,35.2091460734,-15.9320613539,-0.17434305123
572140000000,35.3151815747,-15.9454023893,-0.052109845157
572239000000,35.3864337475,-15.9471371414,0.0270124760663
572340000000,35.4930236572,-15.9392990741,0.143050955377
572440000000,35.5632831107,-15.9273101589,0.217960652032
572541000000,35.6665326715,-15.8996759527,0.327720736182
572640000000,35.7334420052,-15.8751098298,0.398419042555
572740000000,35.8301913697,-15.8296686256,0.501828542418
572841000000,35.8918996485,-15.7939943058,0.568294015527
572940000000,35.9797541444,-15.7331003219,0.665339692819
573040000000,36.0349147252,-15.687955228,0.72757668703
573140000000,36.1122167413,-15.6141177836,0.818209119733
573240000000,36.1599580057,-15.5611864062,0.876145701177
573340000000,36.2257288827,-15.4769084364,0.960296170943
573440000000,36.2656056483,-15.4178239057,1.01384416697
573540000000,36.3194625038,-15.325471465,1.09141790879
573640000000,36.3513917673,-15.2617390289,1.14056873211
573741000000,36.3934425941,-15.1634428271,1.21146439266
573840000000,36.4176412217,-15.0963914914,1.2560548622
573940000000,36.4484050214,-14.9939960405,1.32006803537
574040000000,36.4653311708,-14.9247493791,1.3600073118
574140000000,36.4856393483,-14.8197752306,1.41694881223
574240000000,36.4959331316,-14.74923617,1.45206733627
574340000000,36.5068580471,-14.6428720475,1.5016507986
574441000000,36.5112985291,-14.5717235082,1.53175581866
574540000000,36.5140950955,-14.4648334945,1.57357548788
574640000000,36.5135765004,-14.3935477124,1.59823897745
574740000000,36.5096663825,-14.2866901222,1.6316830601
574840000000,36.505189009,-14.2155426242,1.65033752275
574940000000,36.4961772622,-14.108991781,1.67413267972
575040000000,36.486970595,-14.0203580397,1.68780827226
575140000000,36.4767892333,-13.9318306719,1.69551561975
575240000000,36.4677479677,-13.8611183609,1.69113739354
575340000000,36.4548850381,-13.7549621837,1.67643979143
575440000000,36.4472889191,-13.6840793409,1.6634579598
575541000000,36.4377534391,-13.5775736206,1.64134020498
575640000000,36.4327516394,-13.506460734,1.62550107943
575741000000,36.4273737692,-13.3996645776,1.60180964705
575840000000,36.4251641495,-13.328410195,1.58719086439
575940000000,36.4237196825,-13.2214879058,1.56721011343
576041000000,36.4238675828,-13.1501992902,1.55646791385
576142000000,36.4253624362,-13.0432769022,1.54410246573
576241000000,36.4275499329,-12.9720229099,1.54412696274
576340000000,36.430769337,-12.8651383425,1.55226419063
576440000000,36.4322787506,-12.793865597,1.56176365811
576540000000,36.4331311451,-12.6869367113,1.57878147661
576641000000,36.4326309508,-12.6156498679,1.59176756933
576740000000,36.4301007508,-12.5087479358,1.61186178569
576840000000,36.4272336098,-12.437517005,1.6246245724
576940000000,36.4212889396,-12.3307501647,1.6422865957
577040000000,36.4163438709,-12.2596331533,1.65184209921
577140000000,36.4077947497,-12.1530425782,1.6628430395
577240000000,36.4009657208,-12.082082773,1.66239654448
577341000000,36.3908199733,-11.9756321185,1.65442806854
577440000000,36.3846610866,-11.9046098612,1.64548773494
577540000000,36.3767501833,-11.7979703783,1.62942621035
577640000000,36.3724822424,-11.7268095265,1.61717317784
577740000000,36.3677563018,-11.6199818256,1.59826044757
577840000000,36.3657134044,-11.5487223666,1.58634158068
577940000000,36.3641805746,-11.4418008699,1.56996709297
578041000000,36.3640651432,-11.3705121569,1.56131483754
578140000000,36.3648986095,-11.263582397,1.55187156799
578240000000,36.3664831683,-11.1923122724,1.55347124369
578341000000,36.3686286245,-11.0854008261,1.56265800493
578440000000,36.3694001847,-11.0141162681,1.57193061963
578540000000,36.3692005224,-10.9071840742,1.58814425671
578640000000,36.36805657,-10.8359046176,1.60030442745
578740000000,36.3646833445,-10.7290257506,1.61889289808
578841000000,36.3613520367,-10.6578149651,1.63041601458
578940000000,36.3548862275,-10.5510781734,1.64603358026
579040000000,36.3497197549,-10.4799768673,1.65403416962
579140000000,36.3410726161,-10.3733940291,1.66203080801
579240000000,36.334369781,-10.3024219664,1.6592590289
579340000000,36.3246930072,-10.1959277535,1.64894021199
579440000000,36.318951526,-10.1248705472,1.63925054646
579540000000,36.3117385077,-10.018181648,1.62260827839
579640000000,36.3079582729,-9.94699322167,1.61035033129
579741000000,36.3039473634,-9.84013623578,1.59182727018
579840000000,36.3023475108,-9.76886543616,1.58049483216
579940000000,36.3013854634,-9.66193716022,1.56531925639
580040000000,36.3015680535,-9.59064857707,1.5578460936
580140000000,36.3026561723,-9.48372101584,1.55108556392
580239000000,36.3042449039,-9.41245079462,1.5546212415
580340000000,36.3061632439,-9.30553514929,1.56572703356
580440000000,36.306689871,-9.23424838239,1.57576396582
580541000000,36.3060376828,-9.12731808634,1.59277687758
580640000000,36.3045550569,-9.0560448779,1.60513661009
580740000000,36.3006637532,-8.94918361218,1.62367355302
580840000000,36.2969997528,-8.87798915767,1.63488794698
580940000000,36.2900885283,-8.77128020407,1.64978795106
581041000000,36.2846788873,-8.70019697065,1.6569487675
581140000000,36.2758095408,-8.59363234755,1.66279947817
581240000000,36.2691005183,-8.52266077882,1.65888401956
581340000000,36.2595330734,-8.41615677282,1.64725461202
581440000000,36.2539303638,-8.3450885063,1.63699679046
581540000000,36.2469901392,-8.23838159104,1.61973671499
581640000000,36.2434218244,-8.16718223877,1.60729917946
581740000000,36.2397404029,-8.06031340484,1.58875104901
581840000000,36.2383564823,-7.9890380871,1.57756401161
581940000000,36.2376898774,-7.88210753072,1.56279137895
582040000000,36.238041616,-7.81081958555,1.55575652264
582140000000,36.2392998859,-7.70389389035,1.55040934843
582240000000,36.2409095617,-7.63262408294,1.55470663595
582340000000,36.2427772828,-7.52570759637,1.56659634897
582440000000,36.243231822,-7.45442034006,1.57695174169
582540000000,36.2424318868,-7.34749109261,1.59436806244
582640000000,36.2408304307,-7.27622045843,1.60686304769
582740000000,36.2367514879,-7.16936619111,1.6254409551
582840000000,36.2329618628,-7.09817830904,1.63662068175
582940000000,36.2258724096,-6.99148102792,1.65136599996
583040000000,36.2203561943,-6.9204059799,1.65831628778
583140000000,36.211356336,-6.8138523806,1.66344058241
583240000000,36.2046093493,-6.7428843421,1.6590547538
583341000000,36.1950415913,-6.63638039213,1.64707765054
583440000000,36.1894571498,-6.56531069468,1.6366430371
583540000000,36.1825659177,-6.45860063451,1.61915907533
583640000000,36.1790414884,-6.38739910213,1.60664107858
583740000000,36.175434618,-6.28052774008,1.58801812119
583840000000,36.1741031236,-6.20925142683,1.57681690932
583940000000,36.1735184935,-6.10232039938,1.56200188101
584040000000,36.1739253845,-6.03103275032,1.55498258042
584141000000,36.175266378,-5.92410807194,1.54963433734
584240000000,36.1769322954,-5.85283955464,1.55392165243
584340000000,36.1788835914,-5.74592455453,1.5658225607
584441000000,36.179392567,-5.67463766177,1.57620705745
584540000000,36.1786692481,-5.5677078695,1.59369069279
584640000000,36.177114059,-5.49643620885,1.60625790033
584740000000,36.173092636,-5.38957977554,1.62499378505
584840000000,36.1693312713,-5.31839039455,1.63631382112
584940000000,36.1622604239,-5.21169190385,1.65137084016
585040000000,36.1567347725,-5.14061758852,1.65864943332
585140000000,36.1476732716,-5.03406912274,1.66477486769
585240000000,36.140813732,-4.96311191501,1.66085131954
585340000000,36.1310335789,-4.85662723214,1.64926942644
585440000000,36.1252883488,-4.78557034835,1.63897530833
585540000000,36.1181415546,-4.67887708549,1.62159809717
585640000000,36.1144454487,-4.60768426164,1.60898453817
585740000000,36.110600547,-4.50082123546,1.59006737239
585840000000,36.1091332644,-4.42954759793,1.57850594216
585940000000,36.1083995203,-4.32261755504,1.56299509747
586040000000,36.1087561556,-4.25132963952,1.55523479024
586140000000,36.1101538426,-4.14440570678,1.54779164638
586240000000,36.1119885036,-4.07314140897,1.55101285475
586340000000,36.1143050679,-3.966233617,1.56190035471
586440000000,36.1151073792,-3.89494940424,1.57189153339
586540000000,36.1148645899,-3.78801739104,1.5890379553
586640000000,36.1136410577,-3.71673926314,1.60167479996
586740000000,36.1100927947,-3.60986612189,1.6208286124
586840000000,36.1066127412,-3.53866245112,1.63270984235
586940000000,36.0998740715,-3.43194258675,1.64893179718
587041000000,36.094487633,-3.36085760264,1.65744276025
587140000000,36.0854237241,-3.25430943751,1.66664752406
587240000000,36.0783676429,-3.18337170286,1.66470324755
587340000000,36.0680639477,-3.07693628856,1.65523097676
587440000000,36.0618651763,-3.0059175166,1.64579760598
587540000000,36.0539477335,-2.89927858513,1.62920815546
587640000000,36.0497048953,-2.82811625002,1.61665095786
587740000000,36.0450564038,-2.72128522171,1.59728506375
587840000000,36.043095311,-2.65002348591,1.58493598255
587940000000,36.0417519967,-2.54309954848,1.56767930456
588041000000,36.0418265083,-2.47181080307,1.55805597349
588140000000,36.0431046778,-2.36488556646,1.54643587469
588240000000,36.044749308,-2.29361704066,1.54427495519
588340000000,36.0478364222,-2.18672953351,1.54951556286
588440000000,36.0495840756,-2.11546218935,1.55769375195
588540000000,36.050955994,-2.00853849857,1.57302857535
588640000000,36.0508926195,-1.93724988302,1.58522001953
588740000000,36.0490968083,-1.83033300523,1.60481179429
588840000000,36.046721727,-1.75908398608,1.61811785538
588940000000,36.0413944405,-1.65228479862,1.63763714627
589040000000,36.0366957214,-1.58115120003,1.65049058271
589140000000,36.0340035872,-1.54560851912,1.65691730555
589240000000,36.034003589,-1.54560854077,1.65691730442
589340000000,36.0340035918,-1.54560857298,1.65691730432
589440000000,36.0340035936,-1.54560859444,1.65691730433
589540000000,36.0340035963,-1.54560862663,1.65691730435
589640000000,36.0340035982,-1.54560864808,1.65691730436
589741000000,36.0340036009,-1.54560868027,1.65691730438
589840000000,36.0340036027,-1.54560870173,1.65691730439
589940000000,36.0340036055,-1.54560873392,1.65691730441
590040000000,36.0340036073,-1.54560875537,1.65691730443
590141000000,36.03400361,-1.54560878756,1.65691730445
590240000000,36.0295116808,-1.49233330037,1.63666059885
590340000000,36.0237496405,-1.38556128244,1.59612455168
590440000000,36.0223144685,-1.31428809756,1.56910052026
590540000000,36.0237736128,-1.20737067226,1.52856447316
590641000000,36.0271532747,-1.13616319739,1.5015404418
590740000000,36.0357935977,-1.02958512922,1.46211616056
590840000000,36.0438206444,-0.958750542242,1.43803672844
590941000000,36.058933151,-0.852894463701,1.40457934698
591040000000,36.0708848171,-0.782615121867,1.38512011411
591140000000,36.0912211237,-0.677635634557,1.35931721163
591241000000,36.1061676692,-0.607931427028,1.34591218958
591341000000,36.1301224954,-0.503716529466,1.33070408888
591440000000,36.1473768519,-0.43454856033,1.33059507757
591540000000,36.173130947,-0.330763242862,1.33992210318
591640000000,36.1895887876,-0.261400301432,1.35081486845
591741000000,36.212700254,-0.156995756322,1.37024945218
591840000000,36.2269169595,-0.0871392005998,1.38500213111
591940000000,36.2462578229,0.018028603111,1.40781916407
592040000000,36.2578292062,0.0883717483333,1.42239289829
592141000000,36.2733203502,0.19417555378,1.44277769088
592240000000,36.2825113492,0.264869271792,1.45421471942
592340000000,36.2949136181,0.37108025086,1.46827526697
592440000000,36.3024883361,0.441965504781,1.47281640413
592541000000,36.3127374804,0.548404786624,1.46945299288
592640000000,36.3197126294,0.619351528909,1.46138791983
592740000000,36.3314232151,0.725640914324,1.44590566777
592840000000,36.3402102383,0.796386014003,1.43365114782
592940000000,36.3550853427,0.902278407067,1.41397716843
593040000000,36.3661655437,0.972700749297,1.40090675618
593140000000,36.384472885,1.07805415626,1.38233771122
593240000000,36.3977109743,1.14810300335,1.37178365644
593341000000,36.4188379047,1.25292795302,1.3586684507
593440000000,36.4335682889,1.32267828245,1.35418980973
593540000000,36.4567712209,1.42706207882,1.35708728584
593640000000,36.4721362277,1.49667534487,1.36466911565
593741000000,36.494029275,1.60134276616,1.37926754466
593840000000,36.5077094398,1.67130652242,1.39091819816
593940000000,36.5266312566,1.77655116405,1.40965858653
594040000000,36.5381402416,1.84690464786,1.42214442137
594140000000,36.5537892661,1.95268558785,1.43987258455
594240000000,36.5632309082,2.02334631318,1.44989396112
594340000000,36.5761800112,2.12949216242,1.4622121627
594440000000,36.584206833,2.20032758109,1.46588870568
594540000000,36.5952285986,2.30668971506,1.4621398681
594640000000,36.6027142227,2.37758440948,1.45443701057
594740000000,36.6151241617,2.4837944823,1.43980973515
594840000000,36.6243231378,2.55448720762,1.42822731259
594940000000,36.6397180297,2.66030542153,1.40971405202
595040000000,36.6510732924,2.73068395584,1.39748725921
595140000000,36.669678958,2.83598523223,1.38022122254
595240000000,36.6830384419,2.90601103865,1.37056882318
595340000000,36.7042268244,3.01082367402,1.35888525639
595440000000,36.719081626,3.08054648258,1.35645930277
595540000000,36.7420515932,3.18498224468,1.36143622313
595640000000,36.7570955716,3.25466558541,1.36949833322
595741000000,36.7784653833,3.35944105812,1.38441016141
595841000000,36.7917836311,3.4294746106,1.39608430617
595940000000,36.8101708098,3.53481401511,1.41454615287
596040000000,36.8213473081,3.60522110422,1.42659239111
596140000000,36.8365651844,3.71106504053,1.44346010036
596240000000,36.8457743916,3.78175645719,1.45274745192
